"*02un7*","F","Aleksander Barkov","FLA","F","Act","28","8.7","0.97","9","1","7","0","16","0","5","0","7"
"*04xec*","F","Matt Boldy","MIN","F","Act","22","12.6","1.26","10","4","8","4","38","0","5","0","6"
"*02fzj*","F","Blake Coleman","CGY","F","Act","32","6.6","0.66","10","1","4","8","22","0","0","0","16"
"*01ex7*","F","Matt Duchene","DAL","F","Act","33","15.6","1.42","11","8","7","2","21","0","3","0","6"
"*04lcf*","F","Joel Farabee","PHI","F","Act","23","7.9","0.72","11","2","5","0","37","0","3","0","9"
"*01s88*","F","Adam Henrique","ANA","F","Act","34","12.1","1.21","10","4","7","17","27","0","1","0","11"
"*05gvq*","F","Seth Jarvis","CAR","F","Act","22","12.7","1.15","11","3","8","2","25","1","3","0","17"
"*03wor*","F","Mason Marchment","DAL","F","Act","28","14.5","1.45","10","4","9","2","20","0","5","0","15"
"*02aez*","F","J.T. Miller","VAN","F","Act","30","11.8","1.07","11","4","5","8","30","0","4","0","28"
"*02yjj*","F","William Nylander","TOR","F","Act","27","12.4","1.24","10","7","5","6","33","0","6","0","4"
"*03e1m*","F","Brayden Point","TBL","F","Act","27","10.3","0.94","11","6","4","2","27","0","3","0","3"
"*04dwj*","F","Jason Robertson","DAL","F","Act","24","11","1","11","3","7","2","32","0","3","0","10"
"*04ld3*","D","Noah Dobson","NYI","D","Act","24","13.3","1.48","9","1","11","0","23","0","4","0","13"
"*04yu5*","D","Thomas Harley","DAL","D","Act","22","12.9","1.17","11","5","7","0","34","0","2","0","9"
"*04lbz*","D","Quinn Hughes","VAN","D","Act","24","13.2","1.2","11","1","12","8","22","0","6","0","2"
"*02ib8*","D","Torey Krug","STL","D","Act","32","9.9","0.9","11","1","8","8","25","0","4","0","9"
"*03pim*","D","Jeremy Lauzon","NSH","D","Act","26","7","0.7","10","1","1","16","8","0","0","0","50"
"*04alw*","D","Cale Makar","COL","D","Act","25","7.5","0.83","9","3","4","0","30","1","4","0","5"
"*039cg*","F","Sam Bennett","FLA","F","Res","27","11.7","1.06","11","3","6","20","22","0","3","0","27"
"*02wy7*","F","Pavel Buchnevich","STL","F","Res","28","10.4","0.95","11","5","5","12","25","0","5","0","4"
"*03as8*","F","Nikolaj Ehlers","WPG","F","Res","28","3.1","0.34","9","1","2","0","26","0","0","0","1"
"*03167*","F","Bo Horvat","NYI","F","Res","28","6.5","0.72","9","4","2","7","36","0","2","0","5"
"*05gd8*","F","Mason McTavish","ANA","F","Res","21","7.1","0.79","9","3","3","28","13","0","1","0","11"
"*01f6d*","F","Ryan O'Reilly","NSH","F","Res","33","7.3","0.73","10","3","4","2","26","0","2","0","3"
"*03ne3*","F","Frank Vatrano","ANA","F","Res","29","11.3","1.13","10","3","6","2","23","0","5","0","23"
"*049ph*","D","Neal Pionk","WPG","D","Res","28","5","0.56","9","0","3","7","18","0","1","0","20"
"*01skr*","F","Mikael Granlund","SJS","F","IR","31","2.1","0.7","3","1","1","6","7","0","1","0","1"
